Severity,Temperature_C,Wind_Speed_kmh,Visibility_km,Precipitation_mm,Humidity_pct,Pressure_hPa,Speed_Limit,Weather_Condition,Road_Type,Hour,Day_of_Week,Month,State,Junction,Traffic_Signal,Crossing,Stop,Amenity,Country
1,30.1,9.8,14.5,0.0,56.4,1018.64,50,Clear,City Street,7,Friday,9,"Mysuru, Karnataka",0,0,1,0,0,India
1,28.3,3.0,10.0,0.0,70.7,1002.04,40,Clear,City Street,11,Tuesday,6,"Mysuru, Karnataka",0,1,0,0,0,India
4,27.1,25.8,8.6,19.41,58.5,1010.0,60,Thunderstorm,City Street,8,Sunday,8,"Mangaluru, Karnataka",0,1,1,0,1,India
1,33.9,5.2,8.3,19.03,100.0,1013.69,40,Rain,City Street,15,Wednesday,7,"Belagavi, Karnataka",1,1,0,0,0,India
1,33.6,0.2,14.8,16.18,43.8,1004.3,50,Rain,Ring Road,10,Friday,10,"Belagavi, Karnataka",0,1,0,0,0,India
3,31.2,48.1,8.0,0.0,63.1,1010.95,50,Cloudy,City Street,12,Tuesday,6,"Belagavi, Karnataka",1,0,0,0,0,India
1,28.3,23.7,12.8,8.55,69.1,1005.43,40,Rain,National Highway,14,Wednesday,7,"Belagavi, Karnataka",1,0,0,0,1,India
1,26.2,11.7,10.1,16.87,67.3,1003.87,60,Rain,City Street,7,Wednesday,8,"Mangaluru, Karnataka",1,0,0,0,0,India
1,31.5,0.1,12.1,0.0,56.6,1013.11,50,Cloudy,National Highway,7,Tuesday,12,"Hubballi, Karnataka",1,0,0,0,1,India
4,22.5,3.1,7.5,31.84,83.5,1019.12,80,Thunderstorm,City Street,20,Sunday,7,"Bengaluru, Karnataka",1,1,0,1,0,India
1,23.5,7.2,9.0,0.0,75.0,1008.06,30,Clear,Rural Road,12,Saturday,1,"Belagavi, Karnataka",0,1,0,0,0,India
4,20.7,11.9,9.9,0.0,76.1,1012.9,60,Fog,National Highway,11,Wednesday,6,"Hubballi, Karnataka",0,0,1,0,1,India
3,34.2,14.8,8.1,0.0,55.0,1012.42,50,Cloudy,City Street,2,Sunday,5,"Mangaluru, Karnataka",0,1,0,1,1,India
1,24.4,18.6,13.7,0.0,59.0,1010.87,50,Cloudy,City Street,13,Monday,11,"Hubballi, Karnataka",0,0,1,0,0,India
3,30.0,9.7,7.7,0.0,72.3,1006.56,100,Clear,City Street,14,Monday,5,"Bengaluru, Karnataka",1,0,1,0,0,India
1,27.4,12.8,8.3,0.0,48.5,1004.93,40,Cloudy,State Highway,14,Saturday,8,"Mangaluru, Karnataka",0,0,0,0,0,India
3,42.0,20.0,14.1,0.0,75.0,1006.01,50,Cloudy,State Highway,17,Tuesday,3,"Bengaluru, Karnataka",0,1,0,1,0,India
3,30.2,15.3,13.5,3.41,63.5,1009.11,50,Thunderstorm,Ring Road,7,Friday,10,"Belagavi, Karnataka",0,1,0,1,0,India
3,18.7,37.2,14.8,5.04,81.0,1007.9,40,Thunderstorm,National Highway,8,Friday,9,"Mangaluru, Karnataka",0,0,1,0,1,India
4,33.9,24.9,4.3,0.92,58.6,1004.25,30,Thunderstorm,City Street,18,Sunday,9,"Bengaluru, Karnataka",1,1,0,0,0,India
3,26.1,2.2,10.6,0.0,92.2,1008.97,100,Clear,National Highway,21,Tuesday,4,"Mangaluru, Karnataka",1,1,0,0,0,India
4,27.0,35.3,10.3,8.43,71.2,1006.82,80,Thunderstorm,National Highway,6,Sunday,1,"Mysuru, Karnataka",0,1,0,1,0,India
2,24.6,2.7,8.3,0.0,72.8,1012.78,60,Cloudy,City Street,13,Monday,12,"Belagavi, Karnataka",1,1,0,0,1,India
4,29.0,50.0,11.0,24.12,54.6,1008.05,50,Heavy Rain,State Highway,7,Saturday,5,"Hubballi, Karnataka",0,0,0,0,1,India
3,28.9,14.5,9.0,0.0,68.8,1014.22,60,Clear,Ring Road,4,Wednesday,1,"Mysuru, Karnataka",0,0,0,0,1,India
3,24.8,11.9,10.5,0.0,56.8,1011.15,120,Cloudy,City Street,9,Monday,10,"Mysuru, Karnataka",0,1,0,0,0,India
3,25.5,4.7,15.0,0.25,41.9,1007.52,80,Thunderstorm,City Street,6,Wednesday,12,"Mangaluru, Karnataka",1,0,0,0,0,India
2,28.5,1.7,11.0,0.0,62.1,1009.18,40,Fog,National Highway,17,Saturday,3,"Mangaluru, Karnataka",1,0,1,0,0,India
1,16.3,1.6,11.1,0.0,82.4,1009.32,80,Cloudy,Ring Road,14,Thursday,4,"Mysuru, Karnataka",0,0,0,0,0,India
1,20.8,24.2,12.5,18.69,64.0,1010.83,60,Rain,National Highway,6,Monday,1,"Bengaluru, Karnataka",0,1,0,0,0,India
4,36.3,6.8,10.5,0.0,60.6,1011.81,100,Clear,City Street,0,Friday,4,"Hubballi, Karnataka",0,1,1,1,1,India
1,29.6,9.8,6.7,4.67,60.4,1007.75,30,Rain,State Highway,18,Monday,8,"Hubballi, Karnataka",1,1,1,1,0,India
3,25.4,32.2,5.1,0.0,98.6,1008.81,60,Cloudy,State Highway,7,Wednesday,9,"Mangaluru, Karnataka",0,0,0,0,0,India
3,19.5,3.5,9.9,0.0,74.1,1010.57,50,Clear,City Street,15,Monday,2,"Belagavi, Karnataka",1,1,0,0,0,India
2,27.7,17.3,9.2,0.0,41.1,995.21,50,Clear,City Street,10,Friday,1,"Mysuru, Karnataka",0,0,0,0,0,India
3,32.9,7.6,4.1,0.0,56.9,1012.76,50,Clear,National Highway,15,Sunday,6,"Belagavi, Karnataka",1,1,0,1,0,India
2,41.2,2.9,14.9,4.35,59.0,1005.23,60,Rain,State Highway,9,Monday,11,"Mysuru, Karnataka",0,0,1,0,0,India
3,37.5,23.0,10.3,0.0,54.2,1008.55,50,Clear,City Street,5,Monday,11,"Mangaluru, Karnataka",0,0,1,1,1,India
1,23.6,13.7,14.3,0.0,66.0,1006.61,50,Cloudy,State Highway,8,Friday,2,"Mangaluru, Karnataka",1,1,0,0,0,India
4,25.5,1.2,3.3,0.0,56.4,1013.74,120,Clear,National Highway,7,Monday,5,"Hubballi, Karnataka",0,1,0,1,1,India
1,20.6,9.4,14.4,0.0,57.3,1015.12,50,Cloudy,State Highway,11,Sunday,8,"Mysuru, Karnataka",1,0,1,0,0,India
2,23.8,22.9,8.5,9.42,67.3,1009.44,60,Rain,National Highway,16,Saturday,1,"Belagavi, Karnataka",0,1,0,0,0,India
1,26.9,0.8,13.8,0.0,41.9,1009.5,40,Cloudy,National Highway,8,Sunday,11,"Mangaluru, Karnataka",1,0,1,0,0,India
3,26.2,6.5,10.6,0.0,32.7,1009.81,60,Cloudy,State Highway,0,Tuesday,7,"Mysuru, Karnataka",0,1,1,1,1,India
3,38.3,19.6,11.4,0.0,83.6,1009.92,60,Cloudy,City Street,13,Friday,9,"Hubballi, Karnataka",1,0,1,1,0,India
1,21.4,23.5,11.4,0.0,77.6,1015.01,50,Clear,National Highway,15,Friday,9,"Mysuru, Karnataka",1,0,1,0,1,India
3,27.8,17.9,8.7,18.81,70.5,1025.0,40,Heavy Rain,City Street,22,Wednesday,5,"Mangaluru, Karnataka",0,0,0,0,0,India
1,17.7,4.4,8.1,0.0,69.6,1009.14,40,Clear,Ring Road,15,Wednesday,7,"Belagavi, Karnataka",1,1,1,0,0,India
1,29.7,8.5,8.9,0.0,62.2,1012.84,60,Clear,Ring Road,12,Friday,5,"Mangaluru, Karnataka",0,0,0,0,0,India
3,21.3,16.2,5.6,9.19,100.0,1005.77,80,Rain,City Street,14,Wednesday,9,"Belagavi, Karnataka",0,1,1,1,0,India
2,33.5,2.0,8.6,0.0,67.9,1006.22,50,Clear,State Highway,21,Monday,11,"Mysuru, Karnataka",1,1,0,0,1,India
1,26.5,10.8,7.9,8.73,100.0,1004.9,50,Rain,National Highway,19,Thursday,6,"Hubballi, Karnataka",0,0,0,0,0,India
2,21.0,15.3,5.5,0.0,95.9,1016.7,50,Clear,City Street,9,Saturday,10,"Belagavi, Karnataka",1,1,0,0,0,India
1,17.5,22.8,11.4,2.4,71.9,1013.52,40,Rain,National Highway,8,Monday,9,"Belagavi, Karnataka",0,1,0,0,1,India
1,23.1,1.4,10.0,0.0,61.9,1008.08,30,Clear,National Highway,8,Tuesday,8,"Hubballi, Karnataka",1,1,0,0,0,India
1,29.2,4.8,10.7,0.0,65.2,1011.06,80,Clear,City Street,13,Monday,5,"Belagavi, Karnataka",1,1,0,1,0,India
1,30.1,9.4,12.1,0.0,59.0,1013.82,80,Clear,National Highway,17,Tuesday,11,"Hubballi, Karnataka",0,0,0,1,0,India
2,25.5,14.5,9.3,6.72,71.9,1015.98,60,Rain,City Street,13,Monday,11,"Bengaluru, Karnataka",1,0,0,0,0,India
4,32.6,15.7,7.2,30.5,75.1,1012.04,60,Thunderstorm,City Street,4,Saturday,10,"Mangaluru, Karnataka",0,1,0,0,1,India
1,22.3,3.5,10.9,0.0,46.6,1010.46,40,Cloudy,City Street,17,Tuesday,8,"Mysuru, Karnataka",1,1,0,0,0,India
1,15.0,0.2,1.2,0.22,100.0,1016.59,40,Rain,City Street,18,Tuesday,11,"Hubballi, Karnataka",0,0,0,0,1,India
3,29.4,14.2,9.7,0.0,53.3,1004.48,40,Cloudy,National Highway,9,Thursday,11,"Belagavi, Karnataka",0,1,1,0,0,India
3,34.5,28.8,12.3,1.84,24.7,1000.39,60,Thunderstorm,City Street,16,Friday,12,"Mysuru, Karnataka",0,1,1,0,0,India
1,34.5,19.2,13.1,7.86,63.8,1016.28,50,Rain,State Highway,11,Saturday,3,"Mysuru, Karnataka",1,0,1,0,1,India
1,21.5,11.7,8.4,0.0,47.8,1007.75,30,Clear,City Street,20,Saturday,3,"Belagavi, Karnataka",0,1,0,0,1,India
4,25.3,45.6,3.3,7.75,64.2,1016.68,120,Rain,National Highway,19,Monday,8,"Belagavi, Karnataka",1,1,1,1,1,India
1,31.6,6.8,2.1,0.0,66.1,1019.6,40,Cloudy,City Street,13,Tuesday,7,"Mangaluru, Karnataka",0,0,1,1,1,India
1,24.9,8.9,11.9,0.0,71.7,1019.27,30,Clear,Ring Road,17,Monday,7,"Mysuru, Karnataka",0,1,0,0,0,India
1,28.5,0.1,8.9,0.0,80.1,994.94,50,Clear,National Highway,20,Saturday,4,"Belagavi, Karnataka",1,0,1,0,1,India
3,24.4,35.0,15.0,0.0,49.9,1014.0,40,Fog,National Highway,13,Thursday,5,"Belagavi, Karnataka",0,1,0,0,0,India
4,22.6,10.5,5.8,0.0,59.5,1007.46,50,Fog,National Highway,9,Friday,4,"Bengaluru, Karnataka",1,0,0,0,0,India
3,23.5,5.9,11.0,19.99,75.2,1006.74,100,Rain,State Highway,17,Thursday,9,"Mangaluru, Karnataka",0,0,0,0,0,India
2,32.8,0.5,15.0,7.45,55.1,1011.86,60,Thunderstorm,State Highway,8,Tuesday,6,"Hubballi, Karnataka",0,0,0,0,1,India
1,28.1,5.4,10.6,2.88,36.8,1006.87,60,Rain,City Street,11,Tuesday,2,"Mangaluru, Karnataka",1,1,0,0,0,India
3,34.4,0.0,5.2,0.0,74.3,1013.75,80,Clear,State Highway,19,Monday,5,"Mysuru, Karnataka",0,1,0,0,0,India
1,30.6,4.7,15.0,0.0,56.5,1016.61,40,Clear,State Highway,17,Thursday,11,"Belagavi, Karnataka",0,1,0,0,0,India
2,36.0,36.3,14.7,0.0,55.5,1008.99,40,Clear,City Street,11,Monday,9,"Mysuru, Karnataka",0,1,1,0,0,India
2,32.1,2.0,9.3,0.0,66.8,1011.79,80,Clear,State Highway,7,Wednesday,4,"Belagavi, Karnataka",0,0,0,0,0,India
1,31.8,9.5,12.5,0.0,65.1,1007.71,40,Clear,State Highway,10,Thursday,8,"Hubballi, Karnataka",0,1,1,0,0,India
1,27.4,2.5,12.5,0.0,80.0,1012.34,60,Cloudy,City Street,9,Saturday,8,"Mangaluru, Karnataka",1,1,0,0,0,India
2,42.0,18.4,11.9,4.99,46.3,1017.09,40,Rain,City Street,7,Sunday,10,"Mangaluru, Karnataka",0,0,1,0,0,India
3,28.6,9.9,5.9,16.06,98.9,1012.05,50,Heavy Rain,National Highway,17,Tuesday,8,"Mysuru, Karnataka",0,1,0,0,0,India
1,18.1,2.7,11.0,0.0,43.8,1009.4,50,Cloudy,National Highway,8,Wednesday,6,"Belagavi, Karnataka",0,0,0,0,1,India
3,29.3,24.1,14.4,0.0,59.2,1016.55,40,Fog,National Highway,12,Tuesday,7,"Hubballi, Karnataka",1,1,1,0,0,India
1,23.1,18.4,11.5,0.0,52.0,1007.97,60,Cloudy,State Highway,11,Monday,6,"Mysuru, Karnataka",1,0,1,1,0,India
4,33.1,36.3,11.2,0.98,65.8,1008.09,80,Heavy Rain,State Highway,23,Thursday,1,"Belagavi, Karnataka",1,0,0,0,0,India
2,31.6,0.0,8.4,0.0,65.3,1006.68,30,Cloudy,City Street,11,Friday,11,"Hubballi, Karnataka",1,0,0,1,0,India
2,27.0,7.3,7.3,0.0,67.5,1002.16,50,Clear,City Street,5,Saturday,10,"Mysuru, Karnataka",0,1,0,1,0,India
4,23.6,50.0,5.3,0.0,68.9,1005.7,30,Fog,National Highway,5,Thursday,9,"Bengaluru, Karnataka",1,0,0,0,0,India
1,28.7,20.0,12.3,0.0,84.6,1010.28,40,Clear,City Street,15,Tuesday,5,"Mangaluru, Karnataka",1,1,1,0,0,India
2,24.8,21.4,9.3,0.0,67.3,1011.15,40,Cloudy,State Highway,15,Saturday,3,"Mangaluru, Karnataka",1,0,1,0,0,India
3,31.9,11.6,6.0,0.0,85.8,1005.16,80,Clear,City Street,11,Friday,8,"Mysuru, Karnataka",0,0,0,0,0,India
1,30.8,15.0,12.9,0.0,38.7,1007.45,60,Cloudy,City Street,12,Friday,8,"Belagavi, Karnataka",1,1,1,0,0,India
4,42.0,19.6,8.2,6.66,32.2,1000.54,80,Thunderstorm,Rural Road,4,Monday,2,"Mangaluru, Karnataka",0,1,0,0,0,India
2,25.8,1.2,7.4,0.0,66.9,1020.94,30,Clear,National Highway,13,Thursday,12,"Bengaluru, Karnataka",0,1,0,0,0,India
3,26.5,14.2,8.5,10.54,69.9,1017.33,40,Heavy Rain,National Highway,13,Monday,3,"Mangaluru, Karnataka",0,0,0,1,0,India
3,27.2,20.3,9.4,0.0,57.0,1006.42,50,Clear,City Street,6,Sunday,4,"Hubballi, Karnataka",1,1,0,0,0,India
2,27.4,0.5,11.4,0.0,64.8,1010.69,60,Clear,State Highway,6,Thursday,7,"Mysuru, Karnataka",0,0,0,0,0,India
1,33.1,4.2,7.4,0.0,81.1,1005.6,30,Clear,National Highway,6,Monday,6,"Hubballi, Karnataka",0,1,0,0,0,India
1,26.6,4.7,13.0,14.87,75.1,1015.12,40,Rain,National Highway,6,Thursday,11,"Hubballi, Karnataka",0,0,0,0,0,India
3,37.9,23.1,11.5,0.0,60.1,1013.22,50,Clear,City Street,15,Saturday,5,"Hubballi, Karnataka",0,0,1,1,0,India
1,30.9,18.2,8.5,0.0,68.0,1003.43,30,Cloudy,State Highway,7,Tuesday,9,"Bengaluru, Karnataka",0,1,0,0,1,India
1,25.6,12.8,9.5,0.0,76.4,1005.13,40,Clear,Ring Road,8,Friday,5,"Mangaluru, Karnataka",1,0,1,1,0,India
1,24.3,19.6,8.7,0.0,46.6,1009.65,50,Clear,State Highway,7,Monday,3,"Mysuru, Karnataka",1,1,0,0,1,India
1,33.2,7.2,10.2,19.03,52.9,1016.92,40,Rain,National Highway,22,Friday,3,"Hubballi, Karnataka",1,1,0,1,0,India
2,28.1,24.9,14.6,0.0,78.9,1008.1,50,Clear,City Street,19,Friday,3,"Mysuru, Karnataka",1,0,0,0,0,India
1,28.0,3.2,8.7,0.0,39.1,1016.54,60,Clear,National Highway,8,Thursday,5,"Hubballi, Karnataka",0,1,0,0,1,India
1,25.0,14.6,10.6,0.0,48.6,1011.55,40,Clear,State Highway,9,Sunday,8,"Mangaluru, Karnataka",0,0,0,0,0,India
1,27.7,3.3,7.9,0.0,46.8,1005.84,60,Cloudy,State Highway,7,Wednesday,6,"Belagavi, Karnataka",0,0,0,0,0,India
2,24.8,0.5,11.6,0.0,78.8,1007.91,80,Cloudy,State Highway,13,Thursday,7,"Bengaluru, Karnataka",0,1,1,1,0,India
2,34.8,4.0,10.8,0.0,48.7,1013.16,50,Clear,City Street,0,Monday,10,"Belagavi, Karnataka",1,1,0,0,0,India
1,31.6,8.1,14.0,0.0,76.9,1014.2,30,Clear,National Highway,16,Wednesday,11,"Mangaluru, Karnataka",0,0,0,1,0,India
2,27.1,22.3,7.5,0.0,59.7,1014.66,60,Cloudy,Ring Road,13,Friday,10,"Bengaluru, Karnataka",1,0,1,1,0,India
2,27.1,8.5,12.1,0.0,91.7,1011.07,60,Clear,City Street,20,Monday,7,"Bengaluru, Karnataka",1,1,0,0,1,India
2,28.5,2.4,13.8,0.59,66.9,1012.23,50,Heavy Rain,State Highway,7,Tuesday,7,"Mangaluru, Karnataka",1,1,0,0,1,India
2,28.0,50.0,8.7,22.85,81.0,1021.28,50,Rain,National Highway,18,Wednesday,11,"Hubballi, Karnataka",1,0,0,1,0,India
1,23.2,3.8,9.6,0.0,71.9,1022.04,60,Cloudy,State Highway,18,Sunday,1,"Mangaluru, Karnataka",1,1,1,1,1,India
3,18.5,50.0,10.6,0.0,58.2,1010.24,50,Clear,State Highway,6,Sunday,3,"Bengaluru, Karnataka",1,1,1,1,0,India
1,24.0,33.0,9.3,28.45,64.8,1001.16,30,Rain,City Street,11,Thursday,11,"Bengaluru, Karnataka",0,0,1,0,0,India
1,27.4,9.4,10.5,9.76,65.1,1010.65,80,Rain,National Highway,7,Friday,12,"Belagavi, Karnataka",0,1,0,0,0,India
1,24.3,1.2,12.0,0.0,58.1,1010.58,40,Cloudy,Ring Road,8,Wednesday,6,"Belagavi, Karnataka",0,1,0,0,1,India
1,32.1,14.3,9.7,17.89,78.3,1003.69,60,Rain,National Highway,8,Monday,10,"Bengaluru, Karnataka",1,1,1,0,0,India
2,26.9,22.4,9.6,11.82,100.0,1010.62,50,Rain,State Highway,14,Wednesday,6,"Belagavi, Karnataka",0,1,1,1,0,India
2,37.4,7.1,10.8,0.0,66.7,1004.78,50,Cloudy,National Highway,11,Monday,11,"Mangaluru, Karnataka",1,0,0,0,1,India
1,25.2,3.3,8.8,0.0,75.7,1011.88,40,Clear,State Highway,21,Monday,3,"Bengaluru, Karnataka",0,0,1,0,0,India
2,28.7,19.5,9.0,6.87,72.9,1012.97,60,Rain,City Street,6,Tuesday,12,"Mysuru, Karnataka",0,0,1,0,1,India
2,26.6,9.5,7.3,0.0,25.8,1012.63,40,Clear,City Street,22,Sunday,2,"Mysuru, Karnataka",0,1,1,1,1,India
3,30.2,2.6,9.9,6.77,72.4,1014.95,100,Rain,National Highway,8,Friday,1,"Mangaluru, Karnataka",1,1,1,0,1,India
1,33.3,35.8,11.3,0.22,71.6,1012.35,50,Rain,Rural Road,18,Friday,12,"Mangaluru, Karnataka",0,1,0,0,1,India
3,31.0,35.5,9.2,4.35,46.3,1013.94,60,Rain,City Street,10,Tuesday,10,"Mangaluru, Karnataka",1,1,0,0,1,India
1,17.8,5.5,7.7,0.0,38.2,1016.46,60,Cloudy,City Street,6,Saturday,6,"Mysuru, Karnataka",0,1,0,0,0,India
4,30.5,0.8,9.7,0.0,71.4,1007.79,120,Clear,City Street,19,Thursday,11,"Mysuru, Karnataka",0,0,0,0,0,India
1,22.9,12.0,11.2,0.0,89.7,1009.28,50,Clear,City Street,9,Saturday,11,"Hubballi, Karnataka",0,1,0,0,0,India
1,26.5,4.6,10.4,37.43,59.5,1008.22,30,Rain,City Street,16,Wednesday,4,"Mangaluru, Karnataka",1,1,1,0,0,India
2,31.4,0.8,15.0,8.32,60.0,1006.27,30,Heavy Rain,State Highway,14,Tuesday,4,"Hubballi, Karnataka",1,1,0,0,0,India
3,22.4,26.7,8.0,0.0,99.6,1008.51,50,Cloudy,National Highway,12,Sunday,1,"Bengaluru, Karnataka",1,0,0,0,0,India
3,33.8,50.0,9.5,0.0,78.4,1014.17,50,Clear,City Street,13,Saturday,10,"Mangaluru, Karnataka",1,0,1,0,0,India
2,26.2,5.2,12.3,0.0,46.8,1013.64,40,Fog,Rural Road,17,Sunday,7,"Mysuru, Karnataka",0,1,0,0,0,India
4,38.9,16.4,7.9,0.49,54.3,1001.53,100,Thunderstorm,City Street,5,Saturday,4,"Belagavi, Karnataka",0,0,0,1,0,India
1,28.3,0.8,15.0,0.0,97.7,1018.58,50,Cloudy,Ring Road,16,Friday,9,"Mysuru, Karnataka",1,1,0,1,0,India
4,36.5,5.5,10.0,0.0,55.1,1014.24,100,Cloudy,State Highway,20,Wednesday,10,"Mysuru, Karnataka",1,0,1,0,0,India
2,34.0,1.4,11.7,1.61,57.0,1011.14,30,Rain,City Street,4,Friday,1,"Belagavi, Karnataka",0,1,1,0,0,India
1,24.9,0.7,10.1,13.69,75.1,1003.09,50,Rain,City Street,6,Thursday,2,"Mysuru, Karnataka",0,0,0,0,0,India
4,21.5,10.7,13.1,1.88,61.0,1004.07,50,Thunderstorm,City Street,17,Monday,10,"Belagavi, Karnataka",0,0,0,0,0,India
2,28.6,19.4,6.8,0.0,71.7,1017.52,30,Clear,City Street,12,Thursday,2,"Belagavi, Karnataka",0,0,0,1,0,India
1,25.1,7.2,14.7,0.0,69.3,1015.02,60,Cloudy,National Highway,11,Friday,1,"Mysuru, Karnataka",1,1,1,1,0,India
1,35.9,8.9,10.7,0.0,62.8,1015.64,40,Cloudy,National Highway,6,Monday,5,"Hubballi, Karnataka",0,1,0,1,1,India
3,26.8,3.8,12.0,22.51,83.1,1009.34,50,Heavy Rain,Ring Road,13,Saturday,11,"Bengaluru, Karnataka",1,1,1,1,0,India
4,26.5,16.0,7.8,9.08,45.9,1016.53,120,Heavy Rain,National Highway,6,Monday,11,"Hubballi, Karnataka",0,1,0,0,0,India
4,21.0,5.4,11.0,2.01,66.8,1003.15,100,Thunderstorm,State Highway,12,Thursday,1,"Mysuru, Karnataka",0,1,1,0,0,India
1,30.1,0.8,7.1,0.0,56.3,1003.83,40,Cloudy,State Highway,18,Monday,7,"Bengaluru, Karnataka",1,0,0,1,1,India
1,22.1,2.2,13.5,12.97,89.6,1015.04,50,Rain,State Highway,8,Thursday,4,"Mysuru, Karnataka",1,0,1,0,0,India
1,30.2,1.7,6.1,0.0,62.4,1005.41,50,Cloudy,City Street,13,Monday,7,"Mysuru, Karnataka",0,0,0,0,0,India
1,30.9,6.9,10.5,0.0,93.8,1009.8,40,Cloudy,City Street,23,Monday,3,"Mangaluru, Karnataka",0,0,0,0,0,India
1,24.3,0.8,8.8,0.0,58.7,1001.13,60,Clear,Ring Road,16,Thursday,4,"Mangaluru, Karnataka",0,1,0,1,0,India
2,32.8,19.7,5.3,10.95,66.6,995.78,50,Rain,State Highway,19,Tuesday,3,"Bengaluru, Karnataka",1,1,0,0,0,India
4,26.6,28.6,7.2,7.32,81.3,1004.89,50,Thunderstorm,City Street,11,Thursday,3,"Mangaluru, Karnataka",0,0,1,0,0,India
4,20.6,3.4,11.3,0.0,50.7,1008.11,120,Clear,Rural Road,18,Friday,10,"Belagavi, Karnataka",1,0,0,0,0,India
4,35.7,8.0,7.3,0.0,87.6,1005.38,40,Clear,Ring Road,3,Thursday,11,"Hubballi, Karnataka",0,0,0,0,0,India
2,23.4,8.8,8.0,6.07,65.4,1013.1,80,Rain,Ring Road,6,Monday,3,"Mysuru, Karnataka",1,0,0,0,0,India
3,30.5,50.0,11.1,0.0,71.2,1015.05,60,Cloudy,City Street,7,Friday,3,"Hubballi, Karnataka",1,0,1,1,0,India
3,30.1,0.8,12.7,1.19,73.2,1013.05,40,Thunderstorm,National Highway,11,Wednesday,2,"Hubballi, Karnataka",0,1,0,0,0,India
1,29.9,13.2,12.0,0.0,63.9,1004.22,40,Clear,National Highway,19,Friday,5,"Mangaluru, Karnataka",0,0,0,0,0,India
2,29.9,5.1,9.9,0.0,52.9,1012.62,50,Clear,City Street,10,Friday,7,"Hubballi, Karnataka",1,1,0,0,1,India
1,23.1,8.4,10.7,0.0,66.4,1003.86,30,Cloudy,City Street,16,Wednesday,1,"Mysuru, Karnataka",1,0,0,0,0,India
1,36.5,2.9,10.4,0.0,34.8,1019.32,50,Clear,City Street,17,Sunday,2,"Bengaluru, Karnataka",1,1,0,0,0,India
3,32.8,2.1,6.9,0.0,45.3,1010.24,50,Clear,State Highway,15,Friday,12,"Mangaluru, Karnataka",1,1,0,0,0,India
2,30.4,3.3,10.8,0.0,62.9,1005.72,80,Clear,City Street,10,Tuesday,6,"Mangaluru, Karnataka",0,0,0,0,0,India
2,21.3,0.9,6.9,0.0,88.2,1010.26,50,Clear,State Highway,14,Tuesday,2,"Mysuru, Karnataka",1,1,0,0,0,India
1,23.1,3.9,11.8,0.0,87.8,1010.84,60,Clear,State Highway,10,Tuesday,2,"Belagavi, Karnataka",1,1,0,1,0,India
3,31.3,14.1,10.4,9.43,79.7,1013.54,50,Thunderstorm,State Highway,5,Saturday,7,"Hubballi, Karnataka",0,0,1,0,0,India
2,18.0,12.6,3.5,0.0,41.9,1000.56,40,Clear,Ring Road,23,Friday,8,"Hubballi, Karnataka",1,0,0,0,0,India
1,29.7,9.7,12.9,0.0,69.5,1006.52,50,Cloudy,National Highway,6,Monday,2,"Belagavi, Karnataka",0,0,0,0,1,India
4,21.3,0.0,8.4,12.26,52.1,1012.41,100,Heavy Rain,City Street,5,Thursday,6,"Mysuru, Karnataka",1,1,0,0,0,India
2,23.7,1.6,8.2,0.0,64.0,1013.89,50,Cloudy,State Highway,20,Friday,2,"Mysuru, Karnataka",0,1,1,0,0,India
1,20.9,22.2,12.9,0.0,79.3,1025.0,30,Cloudy,City Street,9,Thursday,2,"Hubballi, Karnataka",1,0,0,0,0,India
2,29.2,3.8,9.5,5.14,74.9,1016.89,120,Rain,City Street,16,Tuesday,12,"Mysuru, Karnataka",0,0,0,1,0,India
2,33.6,29.2,11.8,11.99,84.2,1006.56,80,Rain,Ring Road,9,Monday,1,"Mysuru, Karnataka",0,1,0,0,1,India
4,29.7,24.9,8.0,16.79,43.9,1018.87,80,Heavy Rain,National Highway,11,Sunday,5,"Mangaluru, Karnataka",0,0,0,0,0,India
1,30.3,2.0,12.4,0.0,49.7,1012.9,50,Cloudy,National Highway,8,Tuesday,1,"Bengaluru, Karnataka",0,0,0,0,0,India
4,28.8,27.4,10.6,7.69,87.6,1016.83,80,Heavy Rain,City Street,10,Monday,10,"Hubballi, Karnataka",0,0,0,0,0,India
1,31.4,11.9,11.2,0.0,87.8,1012.33,40,Cloudy,State Highway,11,Wednesday,11,"Hubballi, Karnataka",0,1,1,0,0,India
2,30.3,11.9,9.5,0.0,64.8,1017.19,80,Clear,National Highway,17,Saturday,5,"Hubballi, Karnataka",0,1,0,1,0,India
3,15.0,23.0,14.9,7.52,64.6,1015.41,60,Heavy Rain,City Street,13,Friday,4,"Hubballi, Karnataka",0,1,0,1,1,India
2,32.5,6.2,15.0,0.0,82.6,1012.76,120,Cloudy,City Street,21,Tuesday,2,"Bengaluru, Karnataka",1,1,0,0,1,India
4,32.0,15.9,3.4,0.0,73.0,1007.81,40,Fog,National Highway,3,Wednesday,4,"Hubballi, Karnataka",0,0,1,0,1,India
1,26.2,13.2,12.8,0.0,74.1,1007.79,40,Clear,State Highway,13,Thursday,11,"Mysuru, Karnataka",0,0,0,1,0,India
3,18.1,17.7,6.8,0.0,51.1,1005.25,60,Clear,City Street,15,Friday,9,"Bengaluru, Karnataka",1,0,0,1,0,India
4,29.2,13.0,11.5,0.0,82.2,1009.63,120,Fog,City Street,21,Friday,3,"Hubballi, Karnataka",0,1,0,0,0,India
