Severity,Temperature_F,Wind_Speed_mph,Visibility_mi,Precipitation_in,Humidity_pct,Pressure_in,Speed_Limit,Weather_Condition,Road_Type,Hour,Day_of_Week,Month,State,Junction,Traffic_Signal,Crossing,Stop,Amenity
1,65.7,1.4,6.9,0.0,57.0,28.81,65,Cloudy,Highway,7,Tuesday,8,GA,1,0,0,1,0
4,40.8,24.5,7.2,0.1,58.2,29.52,70,Heavy Rain,City Street,16,Wednesday,8,IL,1,0,0,0,0
2,44.4,41.9,10.0,0.0,57.4,30.34,55,Cloudy,City Street,0,Monday,2,NY,0,0,0,0,0
3,68.0,12.8,4.7,0.0,26.2,30.24,45,Fog,State Road,18,Tuesday,6,FL,0,1,0,0,0
2,103.5,5.8,5.8,0.0,62.9,28.58,45,Clear,Highway,5,Thursday,5,GA,0,0,0,0,0
2,41.8,18.4,10.0,0.0,72.4,29.57,55,Clear,City Street,7,Wednesday,12,OH,0,0,0,0,0
2,74.4,0.9,7.0,0.0,33.1,29.04,55,Cloudy,City Street,11,Friday,4,NC,0,1,1,0,0
2,53.7,22.9,10.0,0.0,38.5,29.97,70,Clear,State Road,13,Wednesday,3,PA,1,1,1,0,0
1,50.5,3.5,10.0,0.0,75.7,29.93,55,Cloudy,Highway,10,Monday,7,NC,1,0,1,0,0
1,81.4,15.8,10.0,0.0,91.6,29.78,55,Cloudy,Highway,9,Thursday,8,OH,1,1,0,1,0
4,43.1,8.8,3.1,0.0,56.7,29.85,45,Snow,City Street,22,Thursday,5,TX,1,1,0,0,0
1,36.9,25.8,10.0,0.0,51.0,29.35,35,Cloudy,Interstate,16,Tuesday,7,FL,0,1,1,1,0
3,69.2,16.0,5.5,0.0,64.0,29.53,35,Cloudy,Highway,1,Thursday,11,CA,1,0,0,0,0
2,91.9,17.5,10.0,0.0,87.1,30.43,65,Clear,State Road,12,Tuesday,2,CA,0,1,1,0,1
1,75.0,8.0,6.9,0.0,43.0,29.66,55,Cloudy,Highway,20,Friday,6,NC,0,0,0,0,0
1,31.9,14.3,8.7,0.0,50.3,29.61,55,Cloudy,State Road,9,Tuesday,11,IL,0,0,0,0,0
4,47.7,11.3,4.7,0.19,49.8,30.47,70,Rain,State Road,5,Monday,7,MI,0,1,0,0,0
2,79.6,1.4,2.8,0.0,31.7,29.31,65,Clear,Interstate,17,Saturday,6,FL,0,0,1,0,0
1,91.6,8.4,8.5,0.0,77.1,30.64,45,Clear,Highway,15,Thursday,7,PA,0,1,0,0,0
2,64.6,1.3,7.1,0.0,65.2,30.68,65,Cloudy,City Street,14,Thursday,12,CA,1,0,1,1,1
4,48.4,16.3,5.3,0.0,19.7,29.39,75,Cloudy,State Road,4,Monday,10,NC,0,0,0,0,0
1,92.9,0.5,3.0,0.0,59.8,30.36,35,Cloudy,Rural Road,6,Monday,11,GA,0,0,0,0,0
4,58.5,34.8,0.1,0.92,93.2,28.82,70,Heavy Rain,City Street,15,Wednesday,7,GA,1,1,0,0,0
1,47.9,4.1,9.6,0.0,65.5,29.95,45,Clear,Highway,7,Sunday,7,NY,0,1,0,1,0
1,44.5,1.5,7.2,0.0,92.1,29.4,65,Cloudy,Interstate,13,Friday,3,PA,1,1,0,0,0
3,36.1,22.0,6.2,0.03,48.8,30.15,65,Rain,Highway,14,Monday,4,CA,0,1,0,0,0
2,105.0,0.4,8.6,0.0,79.3,30.06,65,Clear,City Street,9,Wednesday,4,MI,1,0,1,0,1
1,88.4,5.1,10.0,0.0,86.3,29.76,70,Rain,Rural Road,21,Thursday,7,NY,1,0,0,0,0
1,46.9,11.8,8.8,0.0,58.5,29.35,55,Cloudy,Highway,19,Wednesday,12,CA,0,1,0,0,0
1,94.6,3.0,6.7,0.0,51.8,30.36,35,Cloudy,City Street,17,Tuesday,4,MI,0,1,1,1,0
4,70.7,6.0,10.0,0.0,82.0,29.88,65,Snow,Rural Road,5,Friday,12,OH,0,0,0,0,0
1,69.5,9.6,6.1,0.0,70.8,29.55,45,Clear,Interstate,6,Thursday,7,CA,0,1,1,0,1
4,45.6,24.3,3.8,0.0,79.1,29.64,75,Fog,City Street,13,Sunday,9,NC,0,1,0,0,0
1,49.7,0.9,8.3,0.0,68.3,29.85,45,Cloudy,Highway,7,Friday,1,MI,0,1,0,1,0
1,59.2,1.4,7.2,0.28,58.4,29.85,35,Rain,City Street,22,Monday,12,MI,1,1,0,0,1
2,20.7,5.7,10.0,0.0,58.2,30.05,25,Fog,City Street,7,Tuesday,3,NC,0,1,1,0,1
4,50.3,4.3,6.4,0.0,52.9,30.38,70,Snow,City Street,13,Wednesday,9,MI,0,0,0,0,0
2,60.1,4.2,7.5,0.42,68.0,30.42,70,Rain,Rural Road,10,Thursday,1,IL,1,0,0,1,0
3,86.2,2.8,5.4,0.14,56.5,29.79,25,Heavy Rain,Highway,16,Thursday,2,MI,1,0,0,0,0
1,47.7,6.6,10.0,0.0,65.1,30.11,45,Cloudy,Highway,6,Wednesday,7,NC,0,1,0,1,0
1,76.2,17.2,8.4,0.0,44.1,29.8,45,Cloudy,City Street,12,Saturday,9,GA,0,0,0,0,0
2,18.8,1.4,7.2,0.0,43.0,30.51,65,Clear,Interstate,8,Wednesday,3,GA,0,0,0,1,0
1,83.3,1.9,7.6,0.0,71.7,29.83,45,Clear,State Road,20,Friday,4,TX,0,0,0,0,0
4,42.0,8.9,7.9,0.0,67.8,29.96,45,Snow,Interstate,3,Wednesday,10,NC,0,1,0,0,0
2,62.6,0.5,3.7,0.0,51.4,29.89,45,Clear,Interstate,21,Tuesday,5,IL,1,0,0,0,0
1,68.1,9.0,10.0,0.0,87.5,30.13,45,Clear,Interstate,19,Wednesday,4,NC,1,1,1,0,0
4,64.2,3.0,10.0,0.55,43.6,30.22,55,Heavy Rain,Interstate,9,Friday,2,FL,0,0,0,0,0
2,57.9,3.5,8.1,0.0,68.7,30.59,75,Clear,Rural Road,18,Wednesday,1,TX,0,0,1,1,0
3,35.2,4.2,7.8,0.0,69.2,30.51,55,Clear,Rural Road,2,Tuesday,10,NY,1,1,0,0,1
1,42.2,3.4,5.0,0.0,61.1,29.92,45,Cloudy,City Street,22,Thursday,5,CA,0,0,0,0,1
1,79.9,14.7,10.0,0.0,85.3,29.88,25,Cloudy,Highway,13,Monday,3,CA,0,1,0,1,1
2,48.1,23.4,10.0,0.15,92.5,29.79,35,Heavy Rain,Highway,9,Thursday,11,GA,1,1,0,0,0
2,57.9,6.4,9.2,0.0,37.0,30.4,70,Cloudy,Highway,10,Thursday,7,TX,0,1,1,0,0
3,30.2,7.0,10.0,0.0,14.5,30.02,45,Cloudy,Highway,4,Sunday,3,NC,0,0,1,0,1
1,77.2,0.6,10.0,0.27,50.2,31.13,35,Rain,Highway,23,Tuesday,8,FL,0,1,0,0,0
1,33.6,10.0,10.0,0.0,40.3,29.87,35,Cloudy,Interstate,2,Sunday,10,OH,1,0,0,0,0
3,78.3,7.0,5.4,0.15,51.3,30.66,55,Rain,City Street,16,Monday,8,TX,0,0,1,0,0
3,38.7,0.4,7.1,0.0,96.4,30.67,45,Fog,State Road,12,Saturday,1,TX,1,0,0,0,1
1,80.3,1.8,9.4,0.0,100.0,30.65,55,Cloudy,City Street,21,Saturday,4,NY,0,0,0,0,1
2,60.2,1.8,8.6,0.0,41.0,29.74,75,Cloudy,State Road,8,Tuesday,8,OH,0,0,1,0,0
1,48.8,1.5,10.0,0.0,64.5,29.86,25,Clear,Highway,14,Monday,5,CA,0,0,0,0,0
1,92.0,8.6,9.9,0.14,64.0,29.82,35,Rain,Rural Road,13,Tuesday,12,MI,0,0,1,1,0
3,58.6,21.1,8.7,0.0,66.9,30.64,55,Clear,State Road,17,Wednesday,10,PA,1,0,1,0,0
3,52.8,11.5,0.2,0.0,32.6,29.67,35,Cloudy,City Street,4,Wednesday,10,TX,1,0,1,1,0
4,78.2,5.2,10.0,0.0,84.7,29.61,65,Snow,Highway,7,Friday,5,NY,0,0,0,0,0
1,30.4,4.1,10.0,0.0,78.0,30.25,65,Cloudy,City Street,7,Thursday,5,GA,0,1,1,0,1
2,9.5,3.9,10.0,0.0,50.4,29.24,65,Clear,Rural Road,17,Friday,11,OH,0,0,0,0,0
3,83.2,7.4,6.6,0.09,84.6,30.28,45,Heavy Rain,Highway,7,Friday,5,FL,0,0,0,0,0
3,43.3,3.6,2.5,0.0,31.2,29.33,65,Clear,Interstate,14,Monday,6,NY,1,0,0,0,0
1,77.3,2.1,7.5,0.02,26.1,29.69,55,Rain,Highway,7,Friday,8,FL,1,0,1,1,0
2,60.9,7.4,9.4,0.48,65.3,30.48,65,Rain,City Street,19,Thursday,3,PA,0,0,0,0,0
3,36.7,4.0,6.7,0.0,68.6,29.62,75,Clear,Interstate,21,Sunday,11,FL,0,1,0,0,0
3,72.1,0.1,10.0,0.0,56.7,30.05,55,Fog,Interstate,13,Tuesday,3,MI,1,0,1,0,1
1,51.8,0.2,6.0,0.0,82.1,30.5,55,Clear,Highway,10,Wednesday,10,NC,1,0,0,0,0
1,38.5,2.6,7.7,0.0,46.9,29.33,35,Windy,Highway,8,Wednesday,12,MI,0,0,0,1,0
1,39.0,5.7,7.3,0.0,84.1,29.99,35,Clear,City Street,3,Friday,4,GA,0,1,1,1,0
2,25.3,3.5,10.0,0.0,75.8,30.22,65,Clear,Highway,8,Wednesday,3,CA,0,0,1,1,1
3,68.1,0.2,5.3,0.0,97.3,29.19,65,Clear,State Road,16,Tuesday,2,NC,0,0,0,1,0
1,41.3,2.0,9.8,0.0,24.5,29.38,55,Clear,City Street,14,Tuesday,7,PA,1,0,0,0,0
1,59.3,0.8,4.4,0.11,50.3,30.71,65,Rain,City Street,21,Wednesday,5,MI,1,1,1,0,0
1,56.4,23.7,9.0,0.46,41.9,29.33,35,Rain,Highway,11,Friday,8,PA,1,0,0,0,1
2,41.2,3.0,5.1,0.29,75.5,29.73,25,Heavy Rain,State Road,17,Wednesday,10,GA,0,0,0,0,0
1,29.5,0.1,10.0,0.0,91.5,28.89,25,Clear,Interstate,13,Friday,11,CA,0,0,0,0,0
2,105.0,8.6,10.0,0.0,52.6,29.51,55,Cloudy,City Street,13,Wednesday,2,IL,1,0,0,0,0
1,59.0,2.1,8.8,0.51,72.0,30.29,25,Rain,City Street,8,Friday,12,PA,0,1,0,1,0
4,96.5,6.7,3.8,0.0,88.9,30.38,65,Cloudy,State Road,12,Saturday,4,NY,1,0,0,1,0
2,83.3,1.3,7.8,0.03,66.5,30.3,65,Rain,Highway,12,Monday,10,MI,1,1,0,1,0
3,53.6,33.1,7.1,0.32,74.0,29.88,70,Rain,Highway,17,Wednesday,2,TX,1,1,0,0,0
2,63.6,28.1,10.0,0.0,20.3,29.36,65,Clear,City Street,21,Wednesday,6,PA,0,1,1,0,0
3,63.0,8.5,5.3,0.16,91.3,30.11,25,Heavy Rain,Highway,9,Thursday,9,FL,1,1,0,0,0
1,96.9,9.8,10.0,0.37,54.0,29.68,45,Rain,City Street,3,Thursday,4,NY,1,0,0,0,1
1,76.6,4.4,10.0,0.03,100.0,29.1,45,Rain,City Street,13,Friday,10,NC,1,0,1,0,1
3,43.9,26.2,3.9,0.0,43.0,29.91,55,Clear,City Street,14,Monday,7,MI,0,0,1,0,0
1,67.0,4.4,7.3,0.0,69.5,30.54,75,Clear,Highway,7,Sunday,8,TX,1,0,0,0,0
1,76.1,2.2,7.8,0.0,76.5,30.46,65,Cloudy,City Street,18,Thursday,3,IL,1,0,0,0,1
1,36.5,1.0,10.0,0.0,10.0,30.49,45,Clear,City Street,23,Friday,6,NC,0,1,1,0,0
1,69.9,1.9,5.9,0.0,95.5,30.05,25,Clear,Highway,21,Wednesday,10,CA,0,1,1,1,0
3,86.9,6.8,8.6,0.0,74.9,29.44,70,Snow,Highway,7,Tuesday,2,OH,0,1,0,0,0
2,42.9,2.2,10.0,0.16,30.1,30.19,55,Rain,City Street,20,Friday,7,IL,0,0,1,0,0
1,45.6,8.5,8.8,0.0,67.4,29.98,35,Cloudy,State Road,17,Saturday,9,NY,0,0,0,0,0
3,83.2,3.9,2.4,0.0,67.3,29.77,65,Clear,Highway,12,Tuesday,11,PA,1,0,0,1,1
3,52.9,17.4,6.5,0.0,57.3,30.23,55,Fog,Highway,14,Sunday,9,NY,0,0,0,0,0
1,40.4,6.5,10.0,0.0,48.1,30.13,70,Clear,Highway,19,Tuesday,3,IL,1,1,0,0,0
3,77.6,7.8,10.0,0.09,58.6,29.59,65,Heavy Rain,Interstate,13,Thursday,8,NC,0,1,0,1,0
4,71.5,6.5,1.3,0.0,77.2,29.57,55,Thunderstorm,City Street,10,Tuesday,12,NC,1,0,0,0,0
2,61.9,17.3,8.6,0.19,76.4,29.32,55,Rain,City Street,13,Friday,4,TX,1,1,0,0,0
1,82.5,0.5,10.0,0.0,60.2,30.03,55,Windy,Interstate,14,Monday,5,MI,0,0,0,0,1
1,83.9,0.6,9.6,0.08,64.6,30.35,25,Rain,City Street,7,Monday,6,GA,1,1,1,0,0
2,58.3,9.7,10.0,0.0,57.5,29.6,70,Clear,City Street,20,Friday,3,NY,0,0,0,0,0
3,99.5,11.7,10.0,0.0,40.5,29.37,75,Clear,Highway,16,Saturday,10,PA,0,0,1,0,0
1,91.7,4.5,7.9,0.0,58.9,30.15,45,Clear,City Street,16,Thursday,12,IL,0,1,0,0,0
3,20.3,3.5,8.9,0.0,45.3,30.69,65,Clear,Highway,5,Thursday,4,PA,0,0,0,0,1
3,39.4,2.6,5.2,0.03,40.1,30.9,75,Rain,State Road,15,Monday,12,OH,1,0,0,0,0
1,14.9,2.1,6.1,0.0,11.6,30.66,25,Clear,Highway,6,Saturday,2,NY,0,1,1,1,0
4,53.5,19.4,7.0,0.0,51.8,29.88,45,Snow,Highway,5,Saturday,7,FL,0,0,1,0,0
1,35.8,2.8,10.0,0.0,75.7,29.45,55,Cloudy,Highway,13,Saturday,11,GA,1,0,0,1,0
2,43.7,8.4,5.8,0.0,84.5,30.2,45,Cloudy,State Road,11,Tuesday,5,NC,0,0,0,0,0
3,81.8,12.4,10.0,0.77,68.9,29.86,75,Thunderstorm,Rural Road,15,Thursday,10,PA,1,1,1,0,0
2,24.9,0.2,4.7,0.0,34.1,29.8,35,Clear,State Road,5,Saturday,3,OH,0,1,0,1,1
1,62.6,0.3,9.9,0.06,56.9,30.85,45,Rain,Rural Road,12,Tuesday,12,MI,0,0,0,0,0
3,62.5,3.2,9.7,0.25,36.9,30.59,65,Heavy Rain,City Street,7,Saturday,3,NC,1,0,0,0,0
1,58.4,9.5,8.8,0.0,98.2,30.22,65,Clear,City Street,23,Friday,11,OH,0,0,0,1,0
1,62.6,2.4,10.0,0.0,52.3,29.85,35,Cloudy,Highway,14,Wednesday,7,CA,1,0,0,0,0
1,15.4,0.0,5.8,0.0,50.1,29.9,35,Cloudy,Interstate,16,Wednesday,3,MI,0,0,0,0,0
3,43.8,2.7,6.6,0.9,78.5,29.13,35,Heavy Rain,Highway,9,Saturday,10,OH,0,1,0,0,0
3,90.9,0.8,5.1,0.33,59.2,30.42,55,Rain,City Street,5,Sunday,4,NC,1,1,1,1,1
1,36.1,2.0,8.0,0.0,81.4,30.55,55,Cloudy,City Street,22,Monday,10,IL,0,0,0,0,1
3,93.3,3.2,7.6,0.06,37.5,29.52,65,Heavy Rain,State Road,9,Monday,5,PA,1,1,0,1,1
2,31.9,1.1,10.0,0.0,61.8,29.59,70,Clear,Highway,11,Sunday,9,FL,0,0,0,1,0
2,29.5,9.8,9.2,0.06,70.1,30.39,35,Heavy Rain,State Road,16,Sunday,12,PA,1,0,0,0,0
4,41.0,2.4,10.0,0.0,10.0,29.74,55,Snow,Rural Road,1,Sunday,4,PA,0,1,0,0,0
4,82.6,8.7,7.4,0.0,46.3,30.47,55,Fog,Rural Road,18,Sunday,7,CA,1,1,0,0,0
4,49.1,7.3,9.2,0.35,47.7,29.51,70,Heavy Rain,Interstate,14,Saturday,2,MI,1,1,0,0,0
1,66.9,18.3,10.0,0.0,61.1,29.74,55,Cloudy,State Road,8,Monday,3,FL,0,1,1,0,0
1,61.5,0.7,4.0,0.0,53.8,30.16,35,Windy,State Road,4,Thursday,10,GA,1,0,0,1,1
4,58.9,1.9,2.5,0.0,65.9,29.74,70,Cloudy,Highway,7,Thursday,7,NY,0,0,1,1,1
3,85.5,16.0,9.9,0.15,55.3,29.71,70,Rain,Interstate,20,Saturday,4,MI,1,0,0,0,0
1,75.4,13.8,5.5,0.0,82.9,29.7,35,Clear,State Road,16,Friday,8,CA,0,0,0,0,0
3,37.1,1.7,3.9,0.0,100.0,30.25,70,Windy,State Road,8,Sunday,8,FL,0,0,0,0,0
3,54.5,0.9,9.6,1.24,30.0,30.38,65,Rain,Interstate,4,Monday,3,PA,1,0,1,0,0
4,94.9,15.5,5.0,0.33,60.5,30.15,55,Heavy Rain,City Street,17,Monday,11,CA,0,0,0,0,0
1,66.4,1.6,10.0,0.0,81.7,29.55,55,Clear,City Street,14,Sunday,9,OH,0,0,0,0,0
3,29.8,16.4,8.5,0.32,45.9,30.58,35,Heavy Rain,Highway,11,Saturday,7,PA,0,1,1,1,1
4,31.3,26.0,7.4,0.22,65.6,30.03,35,Heavy Rain,State Road,10,Saturday,8,NY,1,1,0,0,0
2,77.8,2.0,5.5,0.51,52.4,30.43,45,Rain,Interstate,7,Sunday,10,MI,0,1,1,0,1
1,74.0,14.7,8.6,0.0,39.9,29.25,25,Clear,City Street,16,Friday,1,FL,0,1,0,0,1
3,41.6,4.4,3.2,0.0,39.7,30.48,65,Cloudy,Highway,22,Friday,2,PA,1,0,0,0,0
1,75.0,12.4,0.6,0.0,10.6,29.71,25,Clear,Highway,7,Tuesday,2,IL,1,0,0,1,0
1,92.0,4.2,3.3,0.0,63.3,29.68,25,Cloudy,State Road,15,Thursday,4,MI,1,0,0,0,0
1,89.2,0.6,10.0,0.0,64.6,30.1,35,Clear,City Street,11,Sunday,4,GA,0,0,0,1,1
3,92.1,10.0,5.2,0.0,41.0,28.87,65,Clear,Highway,12,Wednesday,2,CA,0,0,0,0,0
2,71.1,1.3,3.7,0.0,54.4,30.07,35,Clear,City Street,8,Wednesday,5,GA,0,1,0,0,0
2,56.4,20.9,7.7,0.0,31.2,29.76,35,Clear,City Street,19,Monday,8,NC,0,0,0,0,0
2,52.0,4.3,10.0,0.0,70.7,30.61,70,Clear,City Street,13,Thursday,2,NY,0,0,0,0,0
1,59.7,0.7,10.0,0.0,52.0,30.04,45,Fog,Highway,14,Tuesday,5,IL,0,1,0,0,1
3,42.5,2.1,5.6,0.0,75.4,29.4,65,Cloudy,City Street,9,Friday,7,IL,0,1,0,1,0
3,52.8,15.9,5.5,0.0,53.6,29.5,70,Cloudy,City Street,7,Saturday,3,NY,1,0,1,0,0
1,85.5,3.1,5.6,0.0,40.2,28.67,25,Cloudy,State Road,5,Sunday,12,GA,0,1,1,0,0
2,27.8,15.5,5.3,0.16,49.3,31.11,55,Rain,Interstate,17,Thursday,5,MI,0,1,0,1,0
3,29.2,1.5,9.6,0.0,90.2,28.65,55,Fog,Highway,7,Tuesday,2,MI,0,0,0,1,0
1,76.6,5.1,7.0,0.0,100.0,29.63,65,Clear,City Street,17,Saturday,7,NY,0,1,0,0,1
4,53.0,16.8,4.7,0.0,29.9,30.27,75,Clear,State Road,11,Monday,11,TX,0,1,0,0,0
3,21.5,0.4,4.0,0.03,78.1,30.63,25,Hail,City Street,11,Friday,1,IL,0,1,0,0,0
1,58.8,2.9,10.0,0.0,37.8,30.8,45,Cloudy,City Street,12,Friday,5,FL,1,1,0,0,0
1,55.9,19.3,10.0,0.0,44.8,29.85,45,Clear,Highway,10,Tuesday,1,MI,0,1,0,0,0
2,51.4,7.3,5.4,0.0,64.2,30.15,75,Clear,City Street,6,Saturday,1,NC,1,1,0,0,0
1,73.7,10.1,10.0,0.0,69.8,29.75,65,Clear,City Street,9,Tuesday,5,OH,0,0,0,0,0
3,33.3,14.8,4.5,0.0,45.4,29.12,70,Windy,City Street,16,Sunday,4,IL,0,0,1,1,0
1,60.3,5.9,7.6,0.0,72.2,29.38,35,Clear,Highway,16,Tuesday,7,GA,0,0,0,0,0
1,55.8,14.9,7.3,0.0,83.7,29.04,25,Fog,Highway,9,Thursday,1,FL,0,1,1,1,0
2,60.8,8.1,8.5,0.0,74.6,30.06,75,Windy,City Street,12,Saturday,4,IL,0,0,0,1,0
3,25.4,9.3,5.2,0.0,40.7,29.73,45,Cloudy,Highway,7,Wednesday,11,PA,1,0,0,0,0
1,49.5,1.3,8.4,0.0,51.1,29.81,65,Clear,City Street,7,Sunday,7,FL,0,1,0,0,1
3,60.4,22.4,2.8,0.0,77.5,30.24,35,Clear,Highway,1,Thursday,10,CA,1,0,1,0,0
3,70.8,12.7,6.9,0.0,91.0,30.02,55,Cloudy,State Road,20,Wednesday,7,MI,0,0,0,0,0
2,96.9,2.3,10.0,0.0,34.6,30.23,70,Cloudy,Rural Road,7,Wednesday,9,MI,1,0,0,1,0
1,76.1,6.9,10.0,0.75,66.1,30.81,65,Rain,City Street,8,Monday,5,PA,1,0,0,0,1
1,69.2,3.8,5.9,0.0,74.7,29.5,55,Cloudy,City Street,8,Wednesday,3,OH,1,0,1,0,0
4,85.4,8.6,3.4,0.08,32.1,28.96,70,Thunderstorm,Rural Road,6,Tuesday,11,FL,0,0,1,0,0
3,53.9,40.6,1.5,0.0,80.4,29.61,35,Cloudy,City Street,16,Monday,1,FL,1,0,0,0,0
2,91.1,0.4,9.9,0.37,100.0,29.8,55,Rain,City Street,5,Sunday,7,GA,1,0,0,0,0
3,82.4,24.4,8.8,0.0,73.3,30.12,55,Fog,Interstate,6,Wednesday,3,NC,1,0,1,0,0
1,51.1,0.6,9.2,0.0,71.3,30.26,25,Clear,City Street,16,Tuesday,10,PA,1,1,0,0,0
1,98.5,4.9,10.0,0.0,45.0,29.37,25,Clear,City Street,10,Saturday,8,NC,0,0,0,0,0
2,68.9,5.3,8.5,0.0,50.2,29.29,55,Clear,State Road,17,Monday,7,PA,0,1,0,1,0
2,103.9,2.5,8.7,0.0,47.1,30.58,65,Clear,Interstate,14,Friday,2,GA,0,0,0,1,0
2,66.1,6.7,3.8,0.0,42.3,30.06,75,Cloudy,Highway,8,Saturday,11,OH,0,1,0,1,0
1,48.8,14.4,10.0,0.0,55.2,30.08,45,Clear,Highway,16,Tuesday,4,OH,0,0,0,0,0
1,44.6,2.8,7.5,0.0,66.2,30.03,45,Cloudy,Highway,6,Friday,4,PA,0,0,0,1,0
1,52.9,0.6,5.5,0.0,42.8,29.97,55,Windy,Highway,14,Wednesday,1,NC,0,0,1,0,0
2,48.6,8.0,8.6,0.0,53.1,29.79,65,Clear,State Road,12,Thursday,7,IL,0,0,0,0,0
1,85.4,11.1,10.0,0.0,66.4,29.55,55,Cloudy,Rural Road,8,Tuesday,10,OH,1,0,0,1,0
1,59.4,24.7,10.0,0.0,17.7,29.63,55,Clear,City Street,15,Wednesday,1,FL,0,1,0,0,0
1,27.7,1.4,5.1,0.0,79.0,30.98,35,Clear,Highway,20,Friday,5,GA,1,0,0,1,0
1,64.3,18.5,10.0,0.0,64.3,30.8,65,Cloudy,City Street,23,Thursday,11,MI,0,0,0,0,0
4,62.5,5.3,9.0,0.15,64.5,30.36,45,Thunderstorm,City Street,15,Monday,7,GA,1,1,0,0,0
2,50.6,2.2,10.0,0.0,83.1,29.87,55,Cloudy,City Street,11,Thursday,4,NY,0,1,1,0,0
1,65.4,26.3,8.8,0.0,78.8,30.18,65,Clear,State Road,8,Monday,9,CA,1,1,0,0,1
1,59.1,2.2,9.8,0.0,72.1,29.19,25,Cloudy,Rural Road,8,Wednesday,5,FL,1,0,0,0,0
2,72.7,10.6,10.0,0.0,65.6,30.4,55,Clear,State Road,12,Saturday,2,MI,1,0,0,1,0
4,71.5,12.3,2.8,0.0,59.8,29.78,70,Clear,Highway,10,Monday,11,MI,0,1,0,0,0
1,67.3,4.5,9.1,0.3,48.4,29.91,25,Rain,State Road,21,Tuesday,11,IL,1,1,1,1,0
1,34.0,9.4,4.5,0.0,40.8,29.95,35,Clear,City Street,10,Thursday,10,GA,1,1,1,0,0
1,102.4,6.8,6.6,0.0,67.7,29.81,35,Cloudy,City Street,10,Wednesday,5,CA,0,0,0,1,0
1,28.9,1.7,8.0,0.75,67.9,30.3,25,Rain,Highway,11,Thursday,9,TX,1,1,0,0,0
2,57.4,11.4,5.0,0.0,62.8,30.7,70,Cloudy,Highway,19,Thursday,12,PA,0,0,1,0,1
3,38.1,21.1,6.3,0.0,33.1,30.33,70,Clear,City Street,16,Wednesday,1,IL,0,0,0,0,0
2,67.9,5.4,3.8,0.0,10.0,29.93,55,Windy,City Street,15,Friday,12,MI,0,0,1,0,0
4,62.8,41.4,6.2,0.0,61.1,29.37,65,Cloudy,State Road,10,Tuesday,12,GA,1,0,0,0,0
2,56.6,4.5,9.5,0.12,23.3,29.92,45,Heavy Rain,Rural Road,18,Friday,10,GA,0,0,1,0,0
2,90.4,5.2,10.0,0.0,66.4,29.86,55,Clear,Interstate,2,Friday,10,TX,0,0,0,0,0
3,82.2,9.0,5.7,0.0,99.0,30.31,55,Cloudy,Highway,20,Saturday,9,OH,0,1,0,1,0
1,53.5,1.6,10.0,0.0,66.6,29.58,45,Cloudy,City Street,13,Wednesday,10,IL,0,0,1,0,0
1,76.1,18.6,9.7,0.0,51.3,29.46,55,Clear,Highway,11,Friday,6,PA,0,0,0,1,0
2,91.3,12.9,10.0,0.0,39.1,30.05,65,Clear,City Street,13,Friday,4,OH,1,0,1,0,0
4,82.0,16.5,2.7,0.0,48.5,30.36,70,Cloudy,State Road,16,Thursday,11,FL,0,0,0,0,0
3,57.3,7.5,8.9,0.0,59.3,29.98,45,Fog,Highway,0,Wednesday,9,OH,0,1,0,0,0
2,28.2,17.2,9.8,0.43,81.5,30.38,70,Rain,City Street,20,Friday,8,TX,1,1,0,1,1
1,66.5,9.1,2.8,0.0,62.8,29.26,55,Clear,Rural Road,12,Thursday,6,CA,0,0,0,0,0
1,73.4,5.7,10.0,0.0,54.2,30.14,55,Cloudy,Highway,10,Tuesday,12,FL,0,0,0,0,1
3,44.6,21.5,6.1,0.0,73.5,29.26,35,Fog,Highway,6,Saturday,12,TX,0,0,1,1,0
3,60.5,4.6,9.6,0.78,89.5,31.23,65,Rain,State Road,12,Tuesday,12,CA,0,0,0,0,0
1,58.3,5.6,10.0,0.0,66.3,30.57,45,Clear,City Street,13,Tuesday,1,NY,0,0,1,0,0
3,87.8,1.5,8.3,0.0,63.8,30.09,45,Snow,City Street,11,Friday,8,IL,0,1,0,0,1
1,97.1,23.6,10.0,0.0,26.8,29.1,35,Clear,City Street,16,Tuesday,10,NY,0,0,0,0,0
1,83.5,2.0,10.0,0.0,32.8,29.21,35,Cloudy,City Street,11,Tuesday,12,IL,0,1,0,0,1
1,58.3,1.8,4.7,0.0,30.2,30.85,55,Cloudy,City Street,22,Friday,10,TX,0,0,0,1,1
3,83.0,0.9,8.3,0.0,56.2,29.32,55,Snow,City Street,15,Monday,1,IL,1,1,0,0,1
3,73.0,4.8,10.0,0.22,43.3,30.15,55,Thunderstorm,City Street,18,Tuesday,4,MI,1,1,0,1,1
3,58.5,2.6,3.1,0.0,50.1,30.81,55,Fog,City Street,6,Wednesday,4,FL,1,0,0,0,0
3,101.8,10.8,10.0,0.0,43.1,29.95,70,Clear,Rural Road,11,Tuesday,6,GA,1,1,0,0,0
1,45.2,2.9,10.0,0.0,44.8,29.3,25,Fog,Highway,10,Friday,4,OH,0,1,0,0,0
1,72.1,10.2,10.0,0.0,22.9,29.01,35,Clear,Highway,14,Monday,7,NC,0,0,1,0,0
1,76.8,1.7,9.3,0.0,64.4,30.09,45,Clear,Highway,19,Wednesday,2,NC,1,1,0,0,0
